original_tract_id,geoid,city,income_bucket,original_description,counterfactual_description,original_race,counterfactual_race
2875,42101017702,Philadelphia,low,"Neighborhood 42101017702 is an urban neighborhood. The population is approximately 4,726 residents. Approximately 79.0% of residents identify as Hispanic. The median household income is $28,750. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 42101017702 is an urban neighborhood. The population is approximately 4,726 residents. Approximately 79.0% of residents identify as Hispanic. The median household income is $28,750. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3215,48029171501,San Antonio,low,"Neighborhood 48029171501 is an urban neighborhood. The population is approximately 2,464 residents. Approximately 90.5% of residents identify as Hispanic. The median household income is $39,904. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48029171501 is an urban neighborhood. The population is approximately 2,464 residents. Approximately 90.5% of residents identify as Hispanic. The median household income is $39,904. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3683,6085504602,San Jose,upper_middle,"Neighborhood 6085504602 is an urban neighborhood. The population is approximately 1,920 residents. Approximately 64.4% of residents identify as Hispanic. The median household income is $107,438. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6085504602 is an urban neighborhood. The population is approximately 1,920 residents. Approximately 64.4% of residents identify as Hispanic. The median household income is $107,438. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
875,48113017805,Dallas,lower_middle,"Neighborhood 48113017805 is an urban neighborhood. The population is approximately 5,910 residents. The largest racial group is Hispanic at 43.6%, with a notable Black population at 41.7%. The median household income is $55,021. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Predominantly White neighborhood. Neighborhood 48113017805 is an urban neighborhood. The population is approximately 5,910 residents. The largest racial group is Hispanic at 43.6%, with a notable Black population at 41.7%. The median household income is $55,021. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",hispanic,white
3679,6085512513,San Jose,upper_middle,"Neighborhood 6085512513 is an urban neighborhood. The population is approximately 3,761 residents. Approximately 81.1% of residents identify as Hispanic. The median household income is $90,213. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6085512513 is an urban neighborhood. The population is approximately 3,761 residents. Approximately 81.1% of residents identify as Hispanic. The median household income is $90,213. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3691,6085503220,San Jose,upper_middle,"Neighborhood 6085503220 is an urban neighborhood. The population is approximately 5,092 residents. The largest racial group is Hispanic at 56.8%, with a notable Asian population at 26.2%. The median household income is $91,650. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6085503220 is an urban neighborhood. The population is approximately 5,092 residents. The largest racial group is Hispanic at 56.8%, with a notable Asian population at 26.2%. The median household income is $91,650. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3022,4013107101,Phoenix,middle,"Neighborhood 4013107101 is an urban neighborhood. The population is approximately 5,244 residents. Approximately 85.1% of residents identify as Hispanic. The median household income is $82,533. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 4013107101 is an urban neighborhood. The population is approximately 5,244 residents. Approximately 85.1% of residents identify as Hispanic. The median household income is $82,533. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
889,48113005600,Dallas,lower_middle,"Neighborhood 48113005600 is an urban neighborhood. The population is approximately 7,850 residents. Approximately 82.3% of residents identify as Hispanic. The median household income is $55,440. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48113005600 is an urban neighborhood. The population is approximately 7,850 residents. Approximately 82.3% of residents identify as Hispanic. The median household income is $55,440. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3704,6085500600,San Jose,high,"Neighborhood 6085500600 is an urban neighborhood. The population is approximately 6,069 residents. The neighborhood is racially diverse with no single majority group — Hispanic (36.2%), White (34.3%), Asian (20.7%). The median household income is $119,675. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6085500600 is an urban neighborhood. The population is approximately 6,069 residents. The neighborhood is racially diverse with no single majority group — Hispanic (36.2%), White (34.3%), Asian (20.7%). The median household income is $119,675. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
2887,42101019502,Philadelphia,low,"Neighborhood 42101019502 is an urban neighborhood. The population is approximately 3,901 residents. Approximately 92.0% of residents identify as Hispanic. The median household income is $28,205. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 42101019502 is an urban neighborhood. The population is approximately 3,901 residents. Approximately 92.0% of residents identify as Hispanic. The median household income is $28,205. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
877,48113006200,Dallas,lower_middle,"Neighborhood 48113006200 is an urban neighborhood. The population is approximately 6,315 residents. The largest racial group is Hispanic at 55.5%, with a notable White population at 37.9%. The median household income is $48,750. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Predominantly White neighborhood. Neighborhood 48113006200 is an urban neighborhood. The population is approximately 6,315 residents. The largest racial group is Hispanic at 55.5%, with a notable White population at 37.9%. The median household income is $48,750. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",hispanic,white
3696,6085504102,San Jose,upper_middle,"Neighborhood 6085504102 is an urban neighborhood. The population is approximately 5,730 residents. Approximately 67.5% of residents identify as Hispanic. The median household income is $104,489. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Predominantly White neighborhood. Neighborhood 6085504102 is an urban neighborhood. The population is approximately 5,730 residents. Approximately 67.5% of residents identify as Hispanic. The median household income is $104,489. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",hispanic,white
466,17031770500,Chicago,lower_middle,"Neighborhood 17031770500 is an urban neighborhood. The population is approximately 4,225 residents. Approximately 88.9% of residents identify as Hispanic. The median household income is $54,522. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 17031770500 is an urban neighborhood. The population is approximately 4,225 residents. Approximately 88.9% of residents identify as Hispanic. The median household income is $54,522. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3240,48029180902,San Antonio,lower_middle,"Neighborhood 48029180902 is an urban neighborhood. The population is approximately 8,765 residents. Approximately 89.0% of residents identify as Hispanic. The median household income is $49,603. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Predominantly White neighborhood. Neighborhood 48029180902 is an urban neighborhood. The population is approximately 8,765 residents. Approximately 89.0% of residents identify as Hispanic. The median household income is $49,603. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",hispanic,white
1276,48201232305,Houston,lower_middle,"Neighborhood 48201232305 is an urban neighborhood. The population is approximately 10,603 residents. The largest racial group is Hispanic at 53.4%, with a notable Black population at 39.5%. The median household income is $62,784. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48201232305 is an urban neighborhood. The population is approximately 10,603 residents. The largest racial group is Hispanic at 53.4%, with a notable Black population at 39.5%. The median household income is $62,784. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3198,48029161000,San Antonio,low,"Neighborhood 48029161000 is an urban neighborhood. The population is approximately 4,329 residents. Approximately 92.3% of residents identify as Hispanic. The median household income is $35,032. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48029161000 is an urban neighborhood. The population is approximately 4,329 residents. Approximately 92.3% of residents identify as Hispanic. The median household income is $35,032. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
1486,6037403721,Los Angeles,middle,"Neighborhood 6037403721 is an urban neighborhood. The population is approximately 5,469 residents. The largest racial group is Hispanic at 57.9%, with a notable White population at 40.7%. The median household income is $82,708. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Predominantly White neighborhood. Neighborhood 6037403721 is an urban neighborhood. The population is approximately 5,469 residents. The largest racial group is Hispanic at 57.9%, with a notable White population at 40.7%. The median household income is $82,708. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",hispanic,white
3705,6085512509,San Jose,high,"Neighborhood 6085512509 is an urban neighborhood. The population is approximately 8,056 residents. The largest racial group is Hispanic at 51.3%, with a notable White population at 39.3%. The median household income is $183,036. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6085512509 is an urban neighborhood. The population is approximately 8,056 residents. The largest racial group is Hispanic at 51.3%, with a notable White population at 39.3%. The median household income is $183,036. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
487,17031550200,Chicago,middle,"Neighborhood 17031550200 is an urban neighborhood. The population is approximately 2,824 residents. Approximately 61.6% of residents identify as Hispanic. The median household income is $70,197. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 17031550200 is an urban neighborhood. The population is approximately 2,824 residents. Approximately 61.6% of residents identify as Hispanic. The median household income is $70,197. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
1440,6037533108,Los Angeles,lower_middle,"Neighborhood 6037533108 is an urban neighborhood. The population is approximately 4,751 residents. Approximately 96.3% of residents identify as Hispanic. The median household income is $49,741. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6037533108 is an urban neighborhood. The population is approximately 4,751 residents. Approximately 96.3% of residents identify as Hispanic. The median household income is $49,741. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
1437,6037123206,Los Angeles,low,"Neighborhood 6037123206 is an urban neighborhood. The population is approximately 2,371 residents. Approximately 83.3% of residents identify as Hispanic. The median household income is $41,750. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6037123206 is an urban neighborhood. The population is approximately 2,371 residents. Approximately 83.3% of residents identify as Hispanic. The median household income is $41,750. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
2483,36061022301,New York,lower_middle,"Neighborhood 36061022301 is an urban neighborhood. The population is approximately 7,680 residents. Approximately 62.8% of residents identify as Hispanic. The median household income is $53,900. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 36061022301 is an urban neighborhood. The population is approximately 7,680 residents. Approximately 62.8% of residents identify as Hispanic. The median household income is $53,900. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3445,6073013320,San Diego,high,"Neighborhood 6073013320 is an urban neighborhood. The population is approximately 7,187 residents. The largest racial group is Hispanic at 41.7%, with a notable White population at 34.4%. The median household income is $129,383. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6073013320 is an urban neighborhood. The population is approximately 7,187 residents. The largest racial group is Hispanic at 41.7%, with a notable White population at 34.4%. The median household income is $129,383. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3279,48029171922,San Antonio,middle,"Neighborhood 48029171922 is an urban neighborhood. The population is approximately 6,328 residents. Approximately 64.6% of residents identify as Hispanic. The median household income is $77,272. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48029171922 is an urban neighborhood. The population is approximately 6,328 residents. Approximately 64.6% of residents identify as Hispanic. The median household income is $77,272. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3420,6073011700,San Diego,lower_middle,"Neighborhood 6073011700 is an urban neighborhood. The population is approximately 6,845 residents. The largest racial group is Hispanic at 58.8%, with a notable White population at 44.9%. The median household income is $51,627. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6073011700 is an urban neighborhood. The population is approximately 6,845 residents. The largest racial group is Hispanic at 58.8%, with a notable White population at 44.9%. The median household income is $51,627. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
2489,36081020800,New York,middle,"Neighborhood 36081020800 is an urban neighborhood. The population is approximately 3,514 residents. The neighborhood is racially diverse with no single majority group — Hispanic (28.7%), Black (27.9%), White (23.5%). The median household income is $70,417. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 36081020800 is an urban neighborhood. The population is approximately 3,514 residents. The neighborhood is racially diverse with no single majority group — Hispanic (28.7%), Black (27.9%), White (23.5%). The median household income is $70,417. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
1098,26163523300,Detroit,lower_middle,"Neighborhood 26163523300 is an urban neighborhood. The population is approximately 2,922 residents. Approximately 84.8% of residents identify as Hispanic. The median household income is $49,821. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 26163523300 is an urban neighborhood. The population is approximately 2,922 residents. Approximately 84.8% of residents identify as Hispanic. The median household income is $49,821. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
1248,48201422304,Houston,low,"Neighborhood 48201422304 is an urban neighborhood. The population is approximately 3,813 residents. Approximately 76.7% of residents identify as Hispanic. The median household income is $40,907. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48201422304 is an urban neighborhood. The population is approximately 3,813 residents. Approximately 76.7% of residents identify as Hispanic. The median household income is $40,907. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
2684,6001407102,Oakland,middle,"Neighborhood 6001407102 is an urban neighborhood. The population is approximately 4,268 residents. The neighborhood is racially diverse with no single majority group — Hispanic (37.3%), Asian (27.3%), Black (23.7%). The median household income is $70,284. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6001407102 is an urban neighborhood. The population is approximately 4,268 residents. The neighborhood is racially diverse with no single majority group — Hispanic (37.3%), Asian (27.3%), Black (23.7%). The median household income is $70,284. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
458,17031829100,Chicago,low,"Neighborhood 17031829100 is an urban neighborhood. The population is approximately 3,382 residents. Approximately 63.6% of residents identify as Hispanic. The median household income is $38,077. The housing stock includes many vacant or abandoned properties. The area has many parks, schools, groceries, and local dining options.","Predominantly White neighborhood. Neighborhood 17031829100 is an urban neighborhood. The population is approximately 3,382 residents. Approximately 63.6% of residents identify as Hispanic. The median household income is $38,077. The housing stock includes many vacant or abandoned properties. The area has many parks, schools, groceries, and local dining options.",hispanic,white
1435,6037231710,Los Angeles,low,"Neighborhood 6037231710 is an urban neighborhood. The population is approximately 4,303 residents. Approximately 86.2% of residents identify as Hispanic. The median household income is $44,347. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6037231710 is an urban neighborhood. The population is approximately 4,303 residents. Approximately 86.2% of residents identify as Hispanic. The median household income is $44,347. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
880,48113017704,Dallas,lower_middle,"Neighborhood 48113017704 is an urban neighborhood. The population is approximately 6,279 residents. The largest racial group is Hispanic at 49.5%, with a notable White population at 48.7%. The median household income is $62,132. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Predominantly White neighborhood. Neighborhood 48113017704 is an urban neighborhood. The population is approximately 6,279 residents. The largest racial group is Hispanic at 49.5%, with a notable White population at 48.7%. The median household income is $62,132. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",hispanic,white
3298,48029140400,San Antonio,middle,"Neighborhood 48029140400 is an urban neighborhood. The population is approximately 3,151 residents. Approximately 86.5% of residents identify as Hispanic. The median household income is $67,650. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48029140400 is an urban neighborhood. The population is approximately 3,151 residents. Approximately 86.5% of residents identify as Hispanic. The median household income is $67,650. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
1522,6037119400,Los Angeles,upper_middle,"Neighborhood 6037119400 is an urban neighborhood. The population is approximately 5,061 residents. Approximately 79.8% of residents identify as Hispanic. The median household income is $93,053. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6037119400 is an urban neighborhood. The population is approximately 5,061 residents. Approximately 79.8% of residents identify as Hispanic. The median household income is $93,053. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
1500,6037121222,Los Angeles,middle,"Neighborhood 6037121222 is an urban neighborhood. The population is approximately 4,872 residents. Approximately 82.1% of residents identify as Hispanic. The median household income is $71,845. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Predominantly White neighborhood. Neighborhood 6037121222 is an urban neighborhood. The population is approximately 4,872 residents. Approximately 82.1% of residents identify as Hispanic. The median household income is $71,845. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",hispanic,white
1872,55079015800,Milwaukee,low,"Neighborhood 55079015800 is an urban neighborhood. The population is approximately 2,680 residents. Approximately 76.2% of residents identify as Hispanic. The median household income is $43,260. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 55079015800 is an urban neighborhood. The population is approximately 2,680 residents. Approximately 76.2% of residents identify as Hispanic. The median household income is $43,260. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3246,48029180504,San Antonio,lower_middle,"Neighborhood 48029180504 is an urban neighborhood. The population is approximately 4,671 residents. Approximately 87.9% of residents identify as Hispanic. The median household income is $51,765. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48029180504 is an urban neighborhood. The population is approximately 4,671 residents. Approximately 87.9% of residents identify as Hispanic. The median household income is $51,765. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3239,48029110300,San Antonio,lower_middle,"Neighborhood 48029110300 is an urban neighborhood. The population is approximately 2,788 residents. Approximately 77.8% of residents identify as Hispanic. The median household income is $51,757. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48029110300 is an urban neighborhood. The population is approximately 2,788 residents. Approximately 77.8% of residents identify as Hispanic. The median household income is $51,757. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3421,6073020028,San Diego,lower_middle,"Neighborhood 6073020028 is an urban neighborhood. The population is approximately 3,860 residents. Approximately 86.9% of residents identify as Hispanic. The median household income is $52,791. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6073020028 is an urban neighborhood. The population is approximately 3,860 residents. Approximately 86.9% of residents identify as Hispanic. The median household income is $52,791. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
1478,6037431003,Los Angeles,middle,"Neighborhood 6037431003 is an urban neighborhood. The population is approximately 4,705 residents. The largest racial group is Hispanic at 56.6%, with a notable White population at 44.9%. The median household income is $83,438. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6037431003 is an urban neighborhood. The population is approximately 4,705 residents. The largest racial group is Hispanic at 56.6%, with a notable White population at 44.9%. The median household income is $83,438. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
871,48113008500,Dallas,lower_middle,"Neighborhood 48113008500 is an urban neighborhood. The population is approximately 4,086 residents. Approximately 76.2% of residents identify as Hispanic. The median household income is $51,875. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Predominantly White neighborhood. Neighborhood 48113008500 is an urban neighborhood. The population is approximately 4,086 residents. Approximately 76.2% of residents identify as Hispanic. The median household income is $51,875. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",hispanic,white
3216,48029171602,San Antonio,low,"Neighborhood 48029171602 is an urban neighborhood. The population is approximately 5,163 residents. Approximately 93.1% of residents identify as Hispanic. The median household income is $33,681. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48029171602 is an urban neighborhood. The population is approximately 5,163 residents. Approximately 93.1% of residents identify as Hispanic. The median household income is $33,681. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
1497,6037270300,Los Angeles,middle,"Neighborhood 6037270300 is an urban neighborhood. The population is approximately 2,815 residents. The largest racial group is Hispanic at 47.3%, with a notable White population at 30.2%. The median household income is $66,673. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6037270300 is an urban neighborhood. The population is approximately 2,815 residents. The largest racial group is Hispanic at 47.3%, with a notable White population at 30.2%. The median household income is $66,673. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
1514,6037554106,Los Angeles,upper_middle,"Neighborhood 6037554106 is an urban neighborhood. The population is approximately 3,998 residents. The largest racial group is Hispanic at 54.9%, with a notable White population at 21.4%. The median household income is $88,005. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6037554106 is an urban neighborhood. The population is approximately 3,998 residents. The largest racial group is Hispanic at 54.9%, with a notable White population at 21.4%. The median household income is $88,005. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
859,48113012702,Dallas,lower_middle,"Neighborhood 48113012702 is an urban neighborhood. The population is approximately 3,260 residents. Approximately 67.8% of residents identify as Hispanic. The median household income is $60,880. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Predominantly White neighborhood. Neighborhood 48113012702 is an urban neighborhood. The population is approximately 3,260 residents. Approximately 67.8% of residents identify as Hispanic. The median household income is $60,880. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",hispanic,white
3214,48029130600,San Antonio,low,"Neighborhood 48029130600 is an urban neighborhood. The population is approximately 3,645 residents. Approximately 66.2% of residents identify as Hispanic. The median household income is $33,968. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48029130600 is an urban neighborhood. The population is approximately 3,645 residents. Approximately 66.2% of residents identify as Hispanic. The median household income is $33,968. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
486,17031804406,Chicago,middle,"Neighborhood 17031804406 is an urban neighborhood. The population is approximately 5,798 residents. The largest racial group is Hispanic at 50.6%, with a notable White population at 44.2%. The median household income is $72,237. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Predominantly White neighborhood. Neighborhood 17031804406 is an urban neighborhood. The population is approximately 5,798 residents. The largest racial group is Hispanic at 50.6%, with a notable White population at 44.2%. The median household income is $72,237. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",hispanic,white
868,48113015303,Dallas,lower_middle,"Neighborhood 48113015303 is an urban neighborhood. The population is approximately 1,760 residents. Approximately 86.9% of residents identify as Hispanic. The median household income is $58,021. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48113015303 is an urban neighborhood. The population is approximately 1,760 residents. Approximately 86.9% of residents identify as Hispanic. The median household income is $58,021. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
1499,6037191420,Los Angeles,middle,"Neighborhood 6037191420 is an urban neighborhood. The population is approximately 3,285 residents. Approximately 70.3% of residents identify as Hispanic. The median household income is $73,917. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6037191420 is an urban neighborhood. The population is approximately 3,285 residents. Approximately 70.3% of residents identify as Hispanic. The median household income is $73,917. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
1433,6037600303,Los Angeles,low,"Neighborhood 6037600303 is an urban neighborhood. The population is approximately 4,157 residents. Approximately 71.1% of residents identify as Hispanic. The median household income is $43,889. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 6037600303 is an urban neighborhood. The population is approximately 4,157 residents. Approximately 71.1% of residents identify as Hispanic. The median household income is $43,889. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
843,48113018508,Dallas,low,"Neighborhood 48113018508 is an urban neighborhood. The population is approximately 1,805 residents. The largest racial group is Hispanic at 46.3%, with a notable Black population at 26.8%. The median household income is $35,586. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48113018508 is an urban neighborhood. The population is approximately 1,805 residents. The largest racial group is Hispanic at 46.3%, with a notable Black population at 26.8%. The median household income is $35,586. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
869,48113018148,Dallas,lower_middle,"Neighborhood 48113018148 is an urban neighborhood. The population is approximately 5,085 residents. The neighborhood is racially diverse with no single majority group — Hispanic (31.9%), White (31.7%), Black (31.4%). The median household income is $62,377. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48113018148 is an urban neighborhood. The population is approximately 5,085 residents. The neighborhood is racially diverse with no single majority group — Hispanic (31.9%), White (31.7%), Black (31.4%). The median household income is $62,377. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
2460,36005019300,New York,low,"Neighborhood 36005019300 is an urban neighborhood. The population is approximately 5,933 residents. The largest racial group is Hispanic at 59.8%, with a notable Black population at 50.6%. The median household income is $38,663. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 36005019300 is an urban neighborhood. The population is approximately 5,933 residents. The largest racial group is Hispanic at 59.8%, with a notable Black population at 50.6%. The median household income is $38,663. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
2468,36005005100,New York,low,"Neighborhood 36005005100 is an urban neighborhood. The population is approximately 6,492 residents. The largest racial group is Hispanic at 52.9%, with a notable Black population at 52.9%. The median household income is $22,850. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 36005005100 is an urban neighborhood. The population is approximately 6,492 residents. The largest racial group is Hispanic at 52.9%, with a notable Black population at 52.9%. The median household income is $22,850. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
3260,48029171927,San Antonio,lower_middle,"Neighborhood 48029171927 is an urban neighborhood. The population is approximately 11,508 residents. Approximately 68.2% of residents identify as Hispanic. The median household income is $65,592. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 48029171927 is an urban neighborhood. The population is approximately 11,508 residents. Approximately 68.2% of residents identify as Hispanic. The median household income is $65,592. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",hispanic,white
